Timestamp,Epoch,Avg_Reward,Avg_Reversal,Num_Eval_Episodes
2025-03-24 10:01:02,40,71.0,63.0,20
2025-03-24 10:29:37,0,66.35,64.75,20
2025-03-24 10:31:18,0,76.1,65.5,20
2025-03-24 10:32:19,0,69.05,67.15,20
2025-03-24 10:33:40,0,87.15,64.35,20
2025-03-24 10:35:20,10,78.95,67.05,20
2025-03-24 10:37:05,20,77.6,67.5,20
2025-03-24 10:39:03,0,78.15,67.35,20
2025-03-24 10:40:41,10,69.0,70.6,20
2025-03-24 10:41:22,0,76.15,68.05,20
2025-03-24 11:08:40,200,74.35,68.55,20
2025-03-24 11:35:45,400,70.85,69.85,20
2025-03-24 12:02:56,600,71.6,69.5,20
2025-03-24 12:30:15,800,76.8,67.8,20
2025-03-24 12:57:35,1000,74.15,68.65,20
2025-03-24 13:29:15,1200,70.75,69.75,20
2025-03-24 14:01:11,1400,71.95,69.45,20
2025-03-24 14:37:13,0,25.65,21.45,20
2025-03-24 14:40:18,0,20.55,23.15,20
2025-03-24 14:51:07,0,25.8,21.4
2025-03-24 14:59:04,0,25.5,21.5
2025-03-24 15:00:54,0,27.9,20.7
2025-03-24 15:07:13,50,24.3,21.9
2025-03-24 15:13:18,100,31.8,19.4
2025-03-24 15:19:59,150,29.55,20.15
2025-03-24 15:25:58,200,29.4,20.2
2025-03-24 15:31:57,250,30.0,20.0
2025-03-24 15:38:02,300,25.65,21.45
2025-03-24 15:43:50,350,25.95,21.35
2025-03-24 15:49:34,400,14.4,25.2
2025-03-24 15:55:17,450,14.25,25.25
2025-03-24 16:01:03,500,25.65,21.45
2025-03-24 16:06:50,550,25.95,21.35
2025-03-24 16:12:37,600,24.6,21.8
2025-03-24 16:18:30,650,24.9,21.7
2025-03-24 16:24:17,700,20.7,23.1
2025-03-24 16:30:07,750,21.3,22.9
2025-03-24 16:36:19,800,32.1,19.3
2025-03-24 16:42:11,0,95.45,94.85
2025-03-24 16:51:56,50,106.85,91.05
2025-03-24 17:01:33,100,107.0,91.0
2025-03-24 17:11:01,150,102.65,92.45
2025-03-24 17:14:16,0,105.05,91.65
2025-03-24 17:22:37,50,102.95,92.35
2025-03-24 17:30:54,100,105.2,91.6
2025-03-24 17:39:10,150,110.15,89.95
2025-03-24 17:47:44,200,107.9,90.7
2025-03-24 17:56:17,250,98.6,93.8
2025-03-24 18:04:35,300,99.95,93.35
2025-03-24 18:12:01,0,118.4,87.2
2025-03-24 18:20:30,50,112.1,89.3
2025-03-24 18:28:41,100,104.3,91.9
2025-03-24 18:37:07,150,107.9,90.7
2025-03-24 18:43:51,0,113.9,88.7
2025-03-24 18:55:46,50,112.1,89.3
2025-03-24 19:07:29,100,111.05,89.65
2025-03-24 19:14:40,0,104.25,85.25
2025-03-24 19:17:47,0,50.85,43.05
2025-03-24 19:18:22,0,54.6,41.8
2025-03-24 19:26:36,0,44.7,45.1
2025-03-24 19:31:06,0,49.8,43.4
2025-03-24 19:32:11,0,49.2,43.6
2025-03-24 19:34:53,50,51.55,42.85
2025-03-24 19:37:36,100,55.5,41.5
2025-03-24 19:40:28,150,56.25,41.25
2025-03-24 19:43:21,200,49.35,43.55
2025-03-24 19:46:14,250,47.55,44.15
2025-03-24 19:49:51,300,47.4,44.2
2025-03-24 19:52:51,350,51.0,43.0
2025-03-24 19:55:42,400,51.15,42.95
2025-03-24 19:58:29,450,51.15,42.95
2025-03-24 20:01:18,500,52.65,42.45
2025-03-24 20:04:41,550,52.2,42.6
2025-03-24 20:07:44,600,52.5,42.5
2025-03-24 20:10:32,650,52.95,42.35
2025-03-24 20:13:22,700,55.2,41.6
2025-03-24 20:16:08,0,71.25,66.25
2025-03-24 20:34:38,500,65.25,68.25
2025-03-24 20:52:15,1000,78.15,63.95
2025-03-24 21:10:07,1500,71.4,66.2
2025-03-24 21:28:04,2000,76.65,64.45
2025-03-24 21:46:15,2500,75.45,64.85
2025-03-24 22:04:50,3000,68.55,67.15
2025-03-24 22:23:40,3500,71.1,""
2025-03-24 22:44:11,4000,75.75,64.75
2025-03-24 23:05:33,4500,74.85,65.05
2025-03-24 23:27:16,5000,81.6,62.8
2025-03-24 23:48:37,5500,69.0,67.0
2025-03-25 00:09:09,6000,78.75,63.75
2025-03-25 00:29:16,6500,72.3,65.9
2025-03-25 00:49:10,7000,84.0,62.0
2025-03-25 01:10:07,7500,79.35,63.55
2025-03-25 01:30:21,8000,81.3,62.9
2025-03-25 01:50:41,8500,77.25,64.25
2025-03-25 02:10:58,9000,73.5,65.5
2025-03-25 02:31:17,9500,69.6,66.8
2025-03-25 02:51:39,10000,76.65,64.45
2025-03-25 03:12:06,10500,80.25,63.25
2025-03-25 03:32:37,11000,78.75,63.75
2025-03-25 03:53:12,11500,76.95,64.35
2025-03-25 04:14:02,12000,69.3,66.9
2025-03-25 04:34:53,12500,78.9,63.7
2025-03-25 04:56:09,13000,84.15,61.95
2025-03-25 05:18:53,13500,77.7,64.1
2025-03-25 05:39:43,14000,73.95,65.35
2025-03-25 06:00:33,14500,79.05,63.65
2025-03-25 06:22:56,15000,75.9,64.7
2025-03-25 06:45:55,15500,75.0,65.0
2025-03-25 07:08:54,16000,71.85,66.05
2025-03-25 07:31:56,16500,77.4,64.2
2025-03-25 07:54:41,17000,77.1,64.3
2025-03-25 08:16:47,17500,84.15,61.95
2025-03-25 08:37:23,18000,83.25,62.25
2025-03-25 08:58:21,18500,82.95,62.35
2025-03-25 09:19:18,19000,79.8,63.4
2025-03-25 09:40:17,19500,68.85,67.05
2025-03-25 10:01:16,20000,69.45,66.85
2025-03-25 10:22:33,20500,71.85,66.05
2025-03-25 10:44:03,21000,75.15,64.95
2025-03-25 11:05:44,21500,75.15,64.95
2025-03-25 11:27:25,22000,77.7,64.1
2025-03-25 11:50:59,22500,77.1,64.3
2025-03-25 12:12:45,23000,76.5,64.5
2025-03-25 12:25:43,0,80.4,63.2
2025-03-25 14:04:33,0,73.8,65.4
2025-03-25 14:14:16,0,78.9,63.7
2025-03-25 14:28:05,0,75.9,64.7
2025-03-25 14:32:53,0,71.1,66.3
2025-03-25 14:39:26,0,74.85,65.05
2025-03-25 14:41:39,0,74.4,65.2
2025-03-25 14:42:33,0,69.6,66.8
